original_address,used_variant,lat,lon,result
"0 School St, Cambridge, MA","0 School St, Cambridge, MA",42.36394806260646,-71.09785446858638,Nominatim match
"Harvard St & Massachusetts Ave, Cambridge, MA","Harvard St & Massachusetts Ave, Cambridge, MA",42.374622806440854,-71.11890992832213,PostGIS: Intersection harvard st & massachusetts ave
"Rogers St & Sixth St, Cambridge, MA","Rogers St & Sixth St, Cambridge, MA",42.3669078,-71.0858945,PostGIS: Intersection rogers st & sixth st
"Cushing St & Locust St, Cambridge, MA","Cushing St & Locust St, Cambridge, MA",42.378008,-71.152109,PostGIS: Intersection cushing st & locust st
"Thingvalla Ave & Cushing St, Cambridge, MA","Thingvalla Ave & Cushing St, Cambridge, MA",42.376331,-71.151675,PostGIS: Intersection thingvalla ave & cushing st
"0 Locust Ter, Cambridge, MA","0 Locust Ter, Cambridge, MA",42.378338201013214,-71.15170409924484,Nominatim match
"200 Washington Elms, Cambridge, MA","200 Washington Elms, Cambridge, MA",42.36513535,-71.09473960676053,Nominatim match
"Russell Field & Alewife Brook Pkwy, Cambridge, MA","Russell Field & Alewife Brook Parkway, Cambridge, MA",42.3957082,-71.1383414,PostGIS: False intersection russell field & alewife brook parkway
"Museum Way & Education St, Cambridge, MA","Museum Way & Education St, Cambridge, MA",42.3698161,-71.0713744,PostGIS: Intersection museum way & education st
"Massachusetts Ave & Mount Auburn St, Cambridge, MA","Massachusetts Ave & Mount Auburn St, Cambridge, MA",42.3698251,-71.1125428,PostGIS: Intersection massachusetts ave & mount auburn st
"Longfellow Bridge & Main St, Cambridge, MA","Longfellow Bridge & Main St, Cambridge, MA",42.3618702,-71.0792533,PostGIS: Intersection longfellow bridge & main st
"Stearns St & Sherman St, Cambridge, MA","Stearns St & Sherman St, Cambridge, MA",42.3856172,-71.1305902,PostGIS: Intersection stearns st & sherman st
"Bruce St & Putnam Ave, Cambridge, MA","bruce & putnam, ma",42.3425162,-71.187044,PostGIS: False intersection bruce & putnam
"Harvey St & Montgomery St, Cambridge, MA","Harvey St & Montgomery St, Cambridge, MA",42.3973581,-71.1332593,PostGIS: Intersection harvey st & montgomery st
"Mill St & Plympton St, Cambridge, MA","Mill St & Plympton St, Cambridge, MA",42.3702545,-71.1177537,PostGIS: Intersection mill st & plympton st
"Gray Gdns E & Raymond St, Cambridge, MA","Gray Gardens E & Raymond Street, Cambridge, MA",42.384529,-71.125846,PostGIS: Intersection gray gardens e & raymond street
"Roberts Rd & Cambridge St, Cambridge, MA","Roberts Road & Cambridge Street, Cambridge, MA",42.3747742,-71.1088288,PostGIS: Intersection roberts road & cambridge street
"Brattle St & Elmwood Ave, Cambridge, MA","Brattle St & Elmwood Ave, Cambridge, MA",42.3768136,-71.1372955,PostGIS: Intersection brattle st & elmwood ave
"0 Bedford St, Cambridge, MA","0 Bedford St, Cambridge, MA",42.37383979684837,-71.08857743659387,Nominatim match
"0 Gold Star Road Ct, Cambridge, MA","0 Gold Star Road Ct, Cambridge, MA",42.399427599493514,-71.13048159569728,Nominatim match
"Banks St & Hingham St, Cambridge, MA","Banks St & Hingham St, Cambridge, MA",42.3651734,-71.1150026,PostGIS: Intersection banks st & hingham st
"Linear Park & Harvey St, Cambridge, MA","Linear Park & Harvey St, Cambridge, MA",42.3975867,-71.1369323,PostGIS: Intersection linear park & harvey st
"Auburn Pk & Brookline St, Cambridge, MA","auburn & brookline, ma",42.362326,-71.10294,PostGIS: Intersection auburn & brookline
"Columbia St & Columbia St, Cambridge, MA","Columbia St & Columbia St, Cambridge, MA",42.3641635,-71.0994827,PostGIS: Intersection columbia st & columbia st
"Coolidge Ave & Coolidge Ave, Cambridge, MA","Coolidge Ave & Coolidge Ave, Cambridge, MA",42.3656805,-71.1472778,PostGIS: Intersection coolidge ave & coolidge ave
"Doyle Way & Inman St, Cambridge, MA","Doyle Way & Inman St, Cambridge, MA",42.367096,-71.105111,PostGIS: Intersection doyle way & inman st
"Sidney St & Franklin St, Cambridge, MA","Sidney St & Franklin St, Cambridge, MA",42.3618769,-71.1007587,PostGIS: Intersection sidney st & franklin st
"200 Jacobs St, Cambridge, MA","200 Jacobs St, Cambridge, MA",42.37190318504932,-71.07348191390457,Nominatim match
"Locust St & Locust St, Cambridge, MA","Locust St & Locust St, Cambridge, MA",42.4064115,-71.094472,PostGIS: Intersection locust st & locust st
"University Rd & Bennett St, Cambridge, MA","University Road & Bennett Street, Cambridge, MA",42.3728341,-71.1233278,PostGIS: Intersection university road & bennett street
"Brattle St & Mount Pleasant St, Cambridge, MA","Brattle St & Mount Pleasant St, Cambridge, MA",42.377543,-71.128954,PostGIS: False intersection brattle st & mount pleasant st
"Cottage St & Pleasant St, Cambridge, MA","Cottage St & Pleasant St, Cambridge, MA",42.3185656,-71.0588763,PostGIS: Intersection cottage st & pleasant st
"Mason St & Garden St, Cambridge, MA","Mason St & Garden St, Cambridge, MA",42.3765712,-71.1221972,PostGIS: Intersection mason st & garden st
"Lancaster St & Lancaster St, Cambridge, MA","Lancaster St & Lancaster St, Cambridge, MA",42.385678,-71.121094,PostGIS: Intersection lancaster st & lancaster st
"Divinity Ave & Kirkland St, Cambridge, MA","Divinity Ave & Kirkland St, Cambridge, MA",42.3767033,-71.1138158,PostGIS: Intersection divinity ave & kirkland st
"0 Parkway Ter, Cambridge, MA","0 Parkway Ter, Cambridge, MA",42.377502682380296,-71.14114755851327,Nominatim match
"Pemberton St & Pemberton St, Cambridge, MA","Pemberton St & Pemberton St, Cambridge, MA",42.3906978,-71.129761,PostGIS: Intersection pemberton st & pemberton st
"Rockingham St & Granite St, Cambridge, MA","Rockingham St & Granite St, Cambridge, MA",42.3555998,-71.1113131,PostGIS: Intersection rockingham st & granite st
"Mount Auburn St & Hilliard St, Cambridge, MA","Mount Auburn St & Hilliard St, Cambridge, MA",42.3737965,-71.1241165,PostGIS: Intersection mount auburn st & hilliard st
"0 Flanders Rd, Cambridge, MA","0 Flanders Rd, Cambridge, MA",42.395342232518075,-71.15785619977291,Nominatim match
"0 White Street Pl, Cambridge, MA","0 White Street Pl, Cambridge, MA",42.38884137013042,-71.11773683784514,Nominatim match
"Bancroft St & Western Ave, Cambridge, MA","Bancroft St & Western Ave, Cambridge, MA",42.364617,-71.1123153,PostGIS: Intersection bancroft st & western ave
"Main St & Main St, Cambridge, MA","Main St & Main St, Cambridge, MA",42.4288219,-71.0671945,PostGIS: Intersection main st & main st
"Second St & Binney St, Cambridge, MA","Second St & Binney St, Cambridge, MA",42.3653096,-71.0798771,PostGIS: Intersection second st & binney st
"Garden St & Concord Ave, Cambridge, MA","Garden St & Concord Ave, Cambridge, MA",42.3755634,-71.1200334,PostGIS: Intersection garden st & concord ave
"Bishop Allen Dr & Galileo Galilei Way, Cambridge, MA","Bishop Allen Dr & Galileo Galilei Way, Cambridge, MA",42.36340308055656,-71.09835598496129,PostGIS: False intersection bishop allen dr & galileo galilei way
"Massachusetts Ave & Hancock St, Cambridge, MA","Massachusetts Ave & Hancock St, Cambridge, MA",42.3683897,-71.1087707,PostGIS: Intersection massachusetts ave & hancock st
"Shepard St & Massachusetts Ave, Cambridge, MA","Shepard St & Massachusetts Ave, Cambridge, MA",42.3817614,-71.1196714,PostGIS: Intersection shepard st & massachusetts ave
"Brewer St & Ross St, Cambridge, MA","Brewer St & Ross St, Cambridge, MA",42.3731056,-71.1255324,PostGIS: Intersection brewer st & ross st
"Willow St & Palermo St, Cambridge, MA","Willow St & Palermo St, Cambridge, MA",42.371692,-71.092336,PostGIS: Intersection willow st & palermo st
"Albany St & Erie St, Cambridge, MA","Albany St & Erie St, Cambridge, MA",42.3576304,-71.10369,PostGIS: Intersection albany st & erie st
"Hancock Pl & Hancock St, Cambridge, MA","Hancock Pl & Hancock St, Cambridge, MA",42.369783,-71.107198,PostGIS: Intersection hancock pl & hancock st
"Purrington St & Pacific St, Cambridge, MA","Purrington St & Pacific St, Cambridge, MA",42.3594843,-71.1009714,PostGIS: Intersection purrington st & pacific st
"Monsignor Obrien Hwy & First St, Cambridge, MA","Monsignor O'brien Highway & First Street, Cambridge, MA",42.3709666,-71.0765774,PostGIS: Intersection monsignor o'brien highway & first street
"Max Ave & Cambridge St, Cambridge, MA","Max Ave & Cambridge St, Cambridge, MA",42.3719958,-71.0873841,PostGIS: Intersection max ave & cambridge st
"3800 Pearl St, Cambridge, MA","3800 Pearl St, Cambridge, MA",42.36444435603995,-71.10287072598098,Nominatim match
"Cambridge Pkwy & Cambridge Pkwy, Cambridge, MA","Cambridge Parkway & Cambridge Parkway, Cambridge, MA",42.3674281,-71.0739531,PostGIS: Intersection cambridge parkway & cambridge parkway
"Waverly St & Waverly St, Cambridge, MA","Waverly St & Waverly St, Cambridge, MA",42.3549911,-71.1094217,PostGIS: Intersection waverly st & waverly st
"Aberdeen Ave & Aberdeen Ct, Cambridge, MA","Aberdeen Avenue & Aberdeen Court, Cambridge, MA",42.3757655,-71.1459747,PostGIS: Intersection aberdeen avenue & aberdeen court
"Peters St & Putnam Ave, Cambridge, MA","Peters St & Putnam Ave, Cambridge, MA",42.3570226,-71.1073753,PostGIS: Intersection peters st & putnam ave
"Magazine St & Hamilton St, Cambridge, MA","Magazine St & Hamilton St, Cambridge, MA",42.3604049,-71.1096505,PostGIS: Intersection magazine st & hamilton st
"500 Water St, Cambridge, MA","500 Water St, Cambridge, MA",42.37217054956239,-71.07826385294918,Nominatim match
"Peabody St & Garden St, Cambridge, MA","Peabody St & Garden St, Cambridge, MA",42.37502653257895,-71.11859811683699,PostGIS: False intersection peabody st & garden st
"Berkeley Pl & Berkeley St, Cambridge, MA","Berkeley Pl & Berkeley St, Cambridge, MA",42.3786507,-71.1261757,PostGIS: Intersection berkeley pl & berkeley st
"100 Washington Elms, Cambridge, MA","100 Washington Elms, Cambridge, MA",42.36513535,-71.09473960676053,Nominatim match
"Bates St & Bates St, Cambridge, MA","Bates St & Bates St, Cambridge, MA",42.3839971,-71.1255471,PostGIS: False intersection bates st & bates st
"Western Ave & Franklin St, Cambridge, MA","Western Ave & Franklin St, Cambridge, MA",42.3651441,-71.1062054,PostGIS: Intersection western ave & franklin st
"Massachusetts Ave & Cottage Park Ave, Cambridge, MA","Massachusetts Ave & Cottage Park Ave, Cambridge, MA",42.399467,-71.132965,PostGIS: Intersection massachusetts ave & cottage park ave
"Granite St & Brookline St, Cambridge, MA","Granite St & Brookline St, Cambridge, MA",42.3551062,-71.1103681,PostGIS: Intersection granite st & brookline st
"Griswold St & Loomis St, Cambridge, MA","Griswold St & Loomis St, Cambridge, MA",42.393533,-71.155613,PostGIS: Intersection griswold st & loomis st
"Concord Ave & Spinelli Pl, Cambridge, MA","Concord Ave & Spinelli Pl, Cambridge, MA",42.390548,-71.154005,PostGIS: Intersection concord ave & spinelli pl
"White St & Massachusetts Ave, Cambridge, MA","White St & Massachusetts Ave, Cambridge, MA",42.3885806,-71.1190381,PostGIS: False intersection white st & massachusetts ave
"Second St & Otis St, Cambridge, MA","Second St & Otis St, Cambridge, MA",42.3701584,-71.0787532,PostGIS: Intersection second st & otis st
"Rindge Ave & Jackson Cir, Cambridge, MA","rindge & jackson, ma",42.3936306,-71.1351827,PostGIS: Intersection rindge & jackson
"Foster St & Willard St, Cambridge, MA","Foster St & Willard St, Cambridge, MA",42.3755998,-71.1282235,PostGIS: Intersection foster st & willard st
"Temple St & Temple St, Cambridge, MA","Temple St & Temple St, Cambridge, MA",42.393198,-71.0928909,PostGIS: Intersection temple st & temple st
"Marion St & Marion St, Cambridge, MA","Marion St & Marion St, Cambridge, MA",42.377303,-71.101122,PostGIS: Intersection marion st & marion st
"East St & East St, Cambridge, MA","East St & East St, Cambridge, MA",42.3711008,-71.0756715,PostGIS: Intersection east st & east st
"Tremont St & Broadway, Cambridge, MA","Tremont St & Broadway, Cambridge, MA",42.368905,-71.0999606,PostGIS: Intersection tremont st & broadway
"0 Linwood Pl, Cambridge, MA","0 linwood, ma",42.32806788275129,-71.09356756735394,Nominatim match
"Chauncy Ln & Chauncy St, Cambridge, MA","Chauncy Lane & Chauncy Street, Cambridge, MA",42.3796936,-71.1220887,PostGIS: Intersection chauncy lane & chauncy street
"Sheridan St & Wood St, Cambridge, MA","Sheridan St & Wood St, Cambridge, MA",42.387859,-71.129865,PostGIS: Intersection sheridan st & wood st
"Gray Gdns E & Gray Gdns E, Cambridge, MA","Gray Gardens E & Gray Gardens E, Cambridge, MA",42.3843035,-71.1265848,PostGIS: Intersection gray gardens e & gray gardens e
"0 Ericsson St, Cambridge, MA","0 Ericsson St, Cambridge, MA",42.37568935605277,-71.15472358809518,Nominatim match
"0 Central Pl, Cambridge, MA","0 central, ma",42.43678374733021,-71.0619466950228,Nominatim match
"Whittemore Ave & Madison St, Cambridge, MA","Whittemore Ave & Madison St, Cambridge, MA",42.3985227,-71.1351975,PostGIS: False intersection whittemore ave & madison st
"Fresh Pond Pkwy & Larchwood Dr, Cambridge, MA","Fresh Pond Parkway & Larchwood Drive, Cambridge, MA",42.3777099,-71.1428715,PostGIS: Intersection fresh pond parkway & larchwood drive
"Ashburton Pl & Ashburton Pl, Cambridge, MA","Ashburton Pl & Ashburton Pl, Cambridge, MA",42.3591116,-71.0624143,PostGIS: Intersection ashburton pl & ashburton pl
"Thorndike St & Fulkerson St, Cambridge, MA","Thorndike St & Fulkerson St, Cambridge, MA",42.3705538,-71.0872293,PostGIS: Intersection thorndike st & fulkerson st
"Harding St & Willow St, Cambridge, MA","Harding St & Willow St, Cambridge, MA",42.37384369351228,-71.09034246033758,PostGIS: False intersection harding st & willow st
"100 Hudson Pl, Cambridge, MA","100 Hudson Pl, Cambridge, MA",42.381992350000004,-71.12142775000001,Nominatim match
"Brookline St & Brookline St, Cambridge, MA","Brookline St & Brookline St, Cambridge, MA",42.363418,-71.101932,PostGIS: Intersection brookline st & brookline st
"Huron Ave & Concord Ave, Cambridge, MA","Huron Ave & Concord Ave, Cambridge, MA",42.38241,-71.131023,PostGIS: Intersection huron ave & concord ave
"Cardinal Medeiros Ave & Lilac Ct, Cambridge, MA","Cardinal Medeiros Avenue & Lilac Court, Cambridge, MA",42.3672519,-71.0912376,PostGIS: Intersection cardinal medeiros avenue & lilac court
"Morgan Ave & Water St, Cambridge, MA","Morgan Ave & Water St, Cambridge, MA",42.3729646,-71.0775207,PostGIS: Intersection morgan ave & water st
"Sidney St & Erie St, Cambridge, MA","Sidney St & Erie St, Cambridge, MA",42.3583844,-71.1048759,PostGIS: Intersection sidney st & erie st
"100 Langdon Sq, Cambridge, MA","100 Langdon Sq, Cambridge, MA",42.380628341054916,-71.1218676181172,Nominatim match
"0 Newell St, Cambridge, MA","0 Newell St, Cambridge, MA",42.38617143862452,-71.1290684625602,Nominatim match
"Henry St & Rockingham St, Cambridge, MA","Henry St & Rockingham St, Cambridge, MA",42.3564065,-71.1104454,PostGIS: Intersection henry st & rockingham st
"100 Winslow St, Cambridge, MA","100 Winslow St, Cambridge, MA",42.38463971393826,-71.12968306500562,Nominatim match
"Oakland St & Cambridge St, Cambridge, MA","Oakland St & Cambridge St, Cambridge, MA",42.3735166,-71.099151,PostGIS: Intersection oakland st & cambridge st
"Brattle St & Eliot Sq, Cambridge, MA","Brattle St & Eliot Sq, Cambridge, MA",42.3734641,-71.119359,PostGIS: False intersection brattle st & eliot sq
"0 Sycamore St, Cambridge, MA","0 Sycamore St, Cambridge, MA",42.390459902329596,-71.12362031907776,Nominatim match
"0 Chapman Pl, Cambridge, MA","0 Chapman Pl, Cambridge, MA",42.37330390999522,-71.12507639626,Nominatim match
"Doane St & Kenway St, Cambridge, MA","Doane St & Kenway St, Cambridge, MA",42.3758176,-71.1315633,PostGIS: Intersection doane st & kenway st
"Doane St & Foster St, Cambridge, MA","Doane St & Foster St, Cambridge, MA",42.3762283,-71.131518,PostGIS: Intersection doane st & foster st
"Putnam Ave & Hingham St, Cambridge, MA","Putnam Ave & Hingham St, Cambridge, MA",42.3651132839078,-71.11380323934736,PostGIS: Intersection putnam ave & hingham st
"Quincy St & Cambridge St, Cambridge, MA","Quincy St & Cambridge St, Cambridge, MA",42.375523,-71.1144163,PostGIS: Intersection quincy st & cambridge st
"Cambridge St & Pacific St, Cambridge, MA","Cambridge St & Pacific St, Cambridge, MA",42.34788775577543,-71.09935910565787,PostGIS: False intersection cambridge st & pacific st
"Chatham St & Merrill St, Cambridge, MA","Chatham St & Merrill St, Cambridge, MA",42.3711468,-71.1079015,PostGIS: Intersection chatham st & merrill st
"400 Water St, Cambridge, MA","400 Water St, Cambridge, MA",42.37217054956239,-71.07826385294918,Nominatim match
"Monsignor Obrien Hwy & Monsignor Obrien Hwy, Cambridge, MA","Monsignor O'brien Highway & Monsignor O'brien Highway, Cambridge, MA",42.3694043,-71.0736947,PostGIS: Intersection monsignor o'brien highway & monsignor o'brien highway
"Putnam Ave & Newton St, Cambridge, MA","Putnam Ave & Newton St, Cambridge, MA",42.3586446,-71.110244,PostGIS: Intersection putnam ave & newton st
"Osborn St & State St, Cambridge, MA","Osborn St & State St, Cambridge, MA",42.3624257,-71.0953482,PostGIS: Intersection osborn st & state st
"0 Gracewood Pk, Cambridge, MA","0 Gracewood Pk, Cambridge, MA",42.37805739936964,-71.1401319245995,Nominatim match
"Vincent St & Walden St, Cambridge, MA","Vincent St & Walden St, Cambridge, MA",42.3878881,-71.1260032,PostGIS: Intersection vincent st & walden st
"Fair Oaks St & Cameron Ave, Cambridge, MA","Fair Oaks St & Cameron Ave, Cambridge, MA",42.3979817,-71.1296164,PostGIS: Intersection fair oaks st & cameron ave
"0 Lincoln Ln, Cambridge, MA","0 Lincoln Ln, Cambridge, MA",42.37925535916047,-71.13817777681456,Nominatim match
"Wright St & Wright St, Cambridge, MA","Wright St & Wright St, Cambridge, MA",42.432279,-71.177616,PostGIS: Intersection wright st & wright st
"Frost St & Forest St, Cambridge, MA","Frost St & Forest St, Cambridge, MA",42.3852766,-71.117555,PostGIS: Intersection frost st & forest st
"100 Pemberton Ct, Cambridge, MA","100 Pemberton Ct, Cambridge, MA",42.39019597533432,-71.1268428113085,Nominatim match
"Cypress St & Cypress St, Cambridge, MA","Cypress St & Cypress St, Cambridge, MA",42.3284637,-71.1945888,PostGIS: Intersection cypress st & cypress st
"Blanche St & Franklin St, Cambridge, MA","Blanche St & Franklin St, Cambridge, MA",42.3615522,-71.1002356,PostGIS: Intersection blanche st & franklin st
"500 Brookline St, Cambridge, MA","500 Brookline St, Cambridge, MA",42.35476636059989,-71.11050559714798,Nominatim match
"Banks St & Peabody Ter, Cambridge, MA","Banks St & Peabody Ter, Cambridge, MA",42.3662188,-71.1147352,PostGIS: Intersection banks st & peabody ter
"Glassworks Ave & Glassworks Ave, Cambridge, MA","Glassworks Ave & Glassworks Ave, Cambridge, MA",42.370471,-71.0734131,PostGIS: Intersection glassworks ave & glassworks ave
"Amory Pl & Broadway, Cambridge, MA","Amory Pl & Broadway, Cambridge, MA",42.3704683,-71.1020446,PostGIS: False intersection amory pl & broadway
"Church St & Brattle St, Cambridge, MA","Church St & Brattle St, Cambridge, MA",42.3739489,-71.1214997,PostGIS: Intersection church st & brattle st
"Trowbridge Pl & Trowbridge St, Cambridge, MA","Trowbridge Pl & Trowbridge St, Cambridge, MA",42.3723141,-71.1114383,PostGIS: Intersection trowbridge pl & trowbridge st
"Lee St & Harvard St, Cambridge, MA","Lee St & Harvard St, Cambridge, MA",42.36975,-71.105859,PostGIS: Intersection lee st & harvard st
"0 Gold Star Road Pl, Cambridge, MA","0 Gold Star Road Pl, Cambridge, MA",42.39869637870351,-71.13113686253226,Nominatim match
"200 Smith Pl, Cambridge, MA","200 Smith Pl, Cambridge, MA",42.39066083632056,-71.15075752806976,Nominatim match
"300 Morgan Ave, Cambridge, MA","300 Morgan Ave, Cambridge, MA",42.37104580836982,-71.07294892652459,Nominatim match
"Washington St & Suffolk St, Cambridge, MA","Washington St & Suffolk St, Cambridge, MA",42.365353015183885,-71.09859484294283,PostGIS: False intersection washington st & suffolk st
"Gilmore Bridge & Leighton St, Cambridge, MA","Gilmore Bridge & Leighton St, Cambridge, MA",42.3721985417307,-71.07058229993028,PostGIS: Buffer intersection gilmore bridge & leighton st
"Brookline St & Bu Bridge, Cambridge, MA","Brookline St & Bu Bridge, Cambridge, MA",42.3551062,-71.1103681,PostGIS: False intersection brookline st & bu bridge
"Riverside Pl & Western Ave, Cambridge, MA","Riverside Pl & Western Ave, Cambridge, MA",42.3643978,-71.1148789,PostGIS: Intersection riverside pl & western ave
"Land Blvd & Binney St, Cambridge, MA","Land Boulevard & Binney Street, Cambridge, MA",42.3650531,-71.0773702,PostGIS: Intersection land boulevard & binney street
"Chilton St & Field St, Cambridge, MA","Chilton St & Field St, Cambridge, MA",42.3859004,-71.1357302,PostGIS: Intersection chilton st & field st
"Education St & Museum St, Cambridge, MA","Education St & Museum St, Cambridge, MA",42.3698161,-71.0713744,PostGIS: False intersection education st & museum st
"100 North First St, Cambridge, MA","100 North First St, Cambridge, MA",42.3720512,-71.07557,Nominatim match
"100 Earhart St, Cambridge, MA","100 Earhart St, Cambridge, MA",42.371112882855925,-71.07450650745261,Nominatim match
"Glenwood Ave & Pearl St, Cambridge, MA","Glenwood Ave & Pearl St, Cambridge, MA",42.356527,-71.1114547,PostGIS: Intersection glenwood ave & pearl st
"Riverside Rd & Memorial Dr, Cambridge, MA","Riverside Road & Memorial Drive, Cambridge, MA",42.357373,-71.1151485,PostGIS: Intersection riverside road & memorial drive
"Fawcett St & Fawcett St, Cambridge, MA","Fawcett St & Fawcett St, Cambridge, MA",42.3927043,-71.1462622,PostGIS: Intersection fawcett st & fawcett st
"Dana St & Chatham St, Cambridge, MA","Dana St & Chatham St, Cambridge, MA",42.3715564,-71.1091294,PostGIS: Intersection dana st & chatham st
"Hampshire St & Antrim St, Cambridge, MA","Hampshire St & Antrim St, Cambridge, MA",42.373827349379894,-71.1013953344915,PostGIS: False intersection hampshire st & antrim st
"Sciarappa St & Cambridge St, Cambridge, MA","Sciarappa St & Cambridge St, Cambridge, MA",42.3712401,-71.0815006,PostGIS: Intersection sciarappa st & cambridge st
"Athenaeum St & Third St, Cambridge, MA","Athenaeum St & Third St, Cambridge, MA",42.3644637,-71.0831239,PostGIS: Intersection athenaeum st & third st
"Windsor St & Market St, Cambridge, MA","Windsor St & Market St, Cambridge, MA",42.3677063,-71.095193,PostGIS: Intersection windsor st & market st
"Massachusetts Ave & Linden St, Cambridge, MA","Massachusetts Ave & Linden St, Cambridge, MA",42.3728963,-71.1171159,PostGIS: Intersection massachusetts ave & linden st
"100 Portsmouth St, Cambridge, MA","100 Portsmouth St, Cambridge, MA",42.368554516764284,-71.09368137402089,Nominatim match
"Douglass St & Douglass St, Cambridge, MA","Douglass St & Douglass St, Cambridge, MA",42.3639033,-71.1011828,PostGIS: False intersection douglass st & douglass st
"Mount Auburn Pl & Sparks St, Cambridge, MA","mount auburn & sparks, ma",42.3747067,-71.1305846,PostGIS: Intersection mount auburn & sparks
"Morgan Ave & Education Cir, Cambridge, MA","Morgan Ave & Education Cir, Cambridge, MA",42.3707977,-71.0717391,PostGIS: Intersection morgan ave & education cir
"Bates St & Raymond St, Cambridge, MA","Bates St & Raymond St, Cambridge, MA",42.3839971,-71.1255471,PostGIS: Intersection bates st & raymond st
"Charles Pk & Charles Pk, Cambridge, MA","Charles Park & Charles Park, Cambridge, MA",42.3669543,-71.0764293,PostGIS: Intersection charles park & charles park
"Pleasant Pl & Pleasant Pl, Cambridge, MA","Pleasant Pl & Pleasant Pl, Cambridge, MA",42.3636277,-71.1086659,PostGIS: False intersection pleasant pl & pleasant pl
"Binney St & Binney St, Cambridge, MA","Binney St & Binney St, Cambridge, MA",42.3651903,-71.0789549,PostGIS: Intersection binney st & binney st
"Magazine St & Auburn St, Cambridge, MA","Magazine St & Auburn St, Cambridge, MA",42.3639863,-71.1057086,PostGIS: Intersection magazine st & auburn st
"200 Miller Ave, Cambridge, MA","200 Miller Ave, Cambridge, MA",42.39242010449562,-71.12074319044169,Nominatim match
"Broad Canal Way & Main St, Cambridge, MA","Broad Canal Way & Main St, Cambridge, MA",42.3620991,-71.082131,PostGIS: Intersection broad canal way & main st
"Huron Ave & Grove St, Cambridge, MA","Huron Ave & Grove St, Cambridge, MA",42.382256,-71.157935,PostGIS: Intersection huron ave & grove st
"Wood St & Wood St, Cambridge, MA","Wood St & Wood St, Cambridge, MA",42.3212296,-71.0558618,PostGIS: Intersection wood st & wood st
"Acorn St & Chestnut St, Cambridge, MA","Acorn St & Chestnut St, Cambridge, MA",42.3570834,-71.1095893,PostGIS: Intersection acorn st & chestnut st
"Langdon St & Rutland St, Cambridge, MA","Langdon St & Rutland St, Cambridge, MA",42.3807801,-71.1209407,PostGIS: Intersection langdon st & rutland st
"Scott St & Irving St, Cambridge, MA","Scott St & Irving St, Cambridge, MA",42.3782756,-71.1106158,PostGIS: Intersection scott st & irving st
"300 Mount Auburn Pl, Cambridge, MA","300 mount auburn, ma",42.3743812,-71.1333758,Nominatim match
"Prescott St & Harvard St, Cambridge, MA","Prescott St & Harvard St, Cambridge, MA",42.3738727,-71.0632879,PostGIS: Intersection prescott st & harvard st
"Cushing St & St Sauveur Ct, Cambridge, MA","Cushing Street & Saint Sauveur Court, Cambridge, MA",42.377201,-71.151892,PostGIS: Intersection cushing street & saint sauveur court
"400 Morgan Ave, Cambridge, MA","400 Morgan Ave, Cambridge, MA",42.37104580836982,-71.07294892652459,Nominatim match
"Sixth St & Cambridge St, Cambridge, MA","Sixth St & Cambridge St, Cambridge, MA",42.3716618,-71.0847839,PostGIS: Intersection sixth st & cambridge st
"Magnolia Ave & Lamont Ave, Cambridge, MA","Magnolia Ave & Lamont Ave, Cambridge, MA",42.3768789,-71.1076861,PostGIS: Intersection magnolia ave & lamont ave
"Palmer St & Church St, Cambridge, MA","Palmer St & Church St, Cambridge, MA",42.3743864,-71.1201563,PostGIS: Intersection palmer st & church st
"Donnell St & Garden St, Cambridge, MA","Donnell St & Garden St, Cambridge, MA",42.384977,-71.131444,PostGIS: Intersection donnell st & garden st
"Concord Ave & Alewife Brook Pkwy, Cambridge, MA","Concord Avenue & Alewife Brook Parkway, Cambridge, MA",42.3883302,-71.1429856,PostGIS: Intersection concord avenue & alewife brook parkway
"200 Morgan Ave, Cambridge, MA","200 Morgan Ave, Cambridge, MA",42.37104580836982,-71.07294892652459,Nominatim match
"Seventh St & Cambridge St, Cambridge, MA","Seventh St & Cambridge St, Cambridge, MA",42.371758,-71.0855325,PostGIS: Intersection seventh st & cambridge st
"Spring St & Sciarappa St, Cambridge, MA","Spring St & Sciarappa St, Cambridge, MA",42.3691691,-71.081969,PostGIS: Intersection spring st & sciarappa st
"0 Hayward St, Cambridge, MA","0 Hayward St, Cambridge, MA",42.36208875099883,-71.08520074220398,Nominatim match
"White St & Somerville Ave, Cambridge, MA","White St & Somerville Ave, Cambridge, MA",42.3885806,-71.1190381,PostGIS: Intersection white st & somerville ave
"Harvey St & Westley Ave, Cambridge, MA","Harvey St & Westley Ave, Cambridge, MA",42.3972831,-71.132213,PostGIS: Intersection harvey st & westley ave
"400 Kendall Sq, Cambridge, MA","400 Kendall Sq, Cambridge, MA",42.363349549999995,-71.08029472925355,Nominatim match
"Reservoir St & Huron Ave, Cambridge, MA","Reservoir St & Huron Ave, Cambridge, MA",42.381415,-71.1357956,PostGIS: Intersection reservoir st & huron ave
"Evereteze Way & Windsor St, Cambridge, MA","Evereteze Way & Windsor St, Cambridge, MA",42.3737725,-71.0929515,PostGIS: Intersection evereteze way & windsor st
"Education St & Education Cir, Cambridge, MA","Education St & Education Cir, Cambridge, MA",42.3698268,-71.0697464,PostGIS: Intersection education st & education cir
