original_address,used_variant,lat,lon,result
"100 Sciarappa St, Cambridge, MA","100 Sciarappa St, Cambridge, MA",42.3689698,-71.08185434938909,Nominatim match
"400 Rindge Ave, Cambridge, MA","400 Rindge Ave, Cambridge, MA",42.393763699999994,-71.13948064364068,Nominatim match
"100 Sixth St, Cambridge, MA","100 Sixth St, Cambridge, MA",42.3681063,-71.08545489033702,Nominatim match
"0 Trowbridge St, Cambridge, MA","0 Trowbridge St, Cambridge, MA",42.3762891547222,-71.10974954720672,Nominatim match
"200 First St, Cambridge, MA","200 First St, Cambridge, MA",42.36859085075397,-71.07740262329281,Nominatim match
"300 Concord Ave, Cambridge, MA","300 Concord Ave, Cambridge, MA",42.38488639704925,-71.13643321564366,Nominatim match
"300 Charles St, Cambridge, MA","300 Charles St, Cambridge, MA",42.367988743762425,-71.08355375079985,Nominatim match
"0 Garden Ter, Cambridge, MA","0 Garden Ter, Cambridge, MA",42.382513297466566,-71.12776419363526,Nominatim match
"600 Massachusetts Ave, Cambridge, MA","600 Massachusetts Ave, Cambridge, MA",42.364701249999996,-71.10339916975049,Nominatim match
"200 Alewife Brook Pkwy, Cambridge, MA","200 Alewife Brook Pkwy, Cambridge, MA",42.3891156,-71.1417515,Nominatim match
"100 Moulton St, Cambridge, MA","100 Moulton St, Cambridge, MA",42.39083762329548,-71.14780797571669,Nominatim match
"0 Smith Pl, Cambridge, MA","0 Smith Pl, Cambridge, MA",42.39066083632056,-71.15075752806976,Nominatim match
"500 Massachusetts Ave, Cambridge, MA","500 Massachusetts Ave, Cambridge, MA",42.37238294373075,-71.11581097026317,Nominatim match
"Garden St & Huron Ave, Cambridge, MA","Garden St & Huron Ave, Cambridge, MA",42.3838642,-71.1293158,PostGIS: Intersection garden st & huron ave
"Gore St & Lambert St, Cambridge, MA","Gore St & Lambert St, Cambridge, MA",42.3730531,-71.0864613,PostGIS: Intersection gore st & lambert st
"0 Prescott St, Cambridge, MA","0 Prescott St, Cambridge, MA",42.373701083661985,-71.11377891671061,Nominatim match
"200 Spring St, Cambridge, MA","200 Spring St, Cambridge, MA",42.36876559063722,-71.07886515801086,Nominatim match
"400 Harvard St, Cambridge, MA","400 Harvard St, Cambridge, MA",42.36777239485321,-71.10023336533037,Nominatim match
"100 Thorndike St, Cambridge, MA","100 Thorndike St, Cambridge, MA",42.36975005,-71.08240112057062,Nominatim match
"Cambridge St & Sixth St, Cambridge, MA","Cambridge St & Sixth St, Cambridge, MA",42.3716618,-71.0847839,PostGIS: Intersection cambridge st & sixth st
"300 Mount Auburn St, Cambridge, MA","300 Mount Auburn St, Cambridge, MA",42.3743812,-71.1333758,Nominatim match
"100 Montgomery St, Cambridge, MA","100 Montgomery St, Cambridge, MA",42.3963105,-71.13341448452528,Nominatim match
"700 Concord Ave, Cambridge, MA","700 Concord Ave, Cambridge, MA",42.38488639704925,-71.13643321564366,Nominatim match
"Martin St & Hurlbut St, Cambridge, MA","Martin St & Hurlbut St, Cambridge, MA",42.3833849,-71.1202729,PostGIS: Intersection martin st & hurlbut st
"0 Brookline St, Cambridge, MA","0 Brookline St, Cambridge, MA",42.35476636059989,-71.11050559714798,Nominatim match
"900 Massachusetts Ave, Cambridge, MA","900 Massachusetts Ave, Cambridge, MA",42.36801555,-71.10860204990425,Nominatim match
"100 Massachusetts Ave, Cambridge, MA","100 Massachusetts Ave, Cambridge, MA",42.359372050000005,-71.095083709767,Nominatim match
"100 Winter St, Cambridge, MA","100 Winter St, Cambridge, MA",42.372708101737324,-71.08199460560994,Nominatim match
"Arrow St & Bow St, Cambridge, MA","Arrow St & Bow St, Cambridge, MA",42.3715837,-71.1157013,PostGIS: Intersection arrow st & bow st
"300 Walden St, Cambridge, MA","300 Walden St, Cambridge, MA",42.38528665,-71.13215300663717,Nominatim match
"Oxford St & Wendell St, Cambridge, MA","Oxford St & Wendell St, Cambridge, MA",42.3815738,-71.1163192,PostGIS: Intersection oxford st & wendell st
"100 Fayerweather St, Cambridge, MA","100 Fayerweather St, Cambridge, MA",42.3839064013118,-71.13633652932718,Nominatim match
"0 Irving Ter, Cambridge, MA","0 Irving Ter, Cambridge, MA",42.375828630311716,-71.11176784589752,Nominatim match
"0 Rindge Ter, Cambridge, MA","0 Rindge Ter, Cambridge, MA",42.392684237507126,-71.12645857794773,Nominatim match
"0 Sumner Rd, Cambridge, MA","0 Sumner Rd, Cambridge, MA",42.37614423535371,-71.11253136456749,Nominatim match
"Irving St & Irving Ter, Cambridge, MA","Irving St & Irving Ter, Cambridge, MA",42.375719,-71.110958,PostGIS: Intersection irving st & irving ter
"Concord Ave & Huron Ave, Cambridge, MA","Concord Ave & Huron Ave, Cambridge, MA",42.3775187,-71.1221276,PostGIS: Intersection concord ave & huron ave
"100 Gore St, Cambridge, MA","100 Gore St, Cambridge, MA",42.3718869,-71.08232049153784,Nominatim match
"0 Bigelow St, Cambridge, MA","0 Bigelow St, Cambridge, MA",42.36810183287073,-71.10529019952273,Nominatim match
"300 Harvard St, Cambridge, MA","300 Harvard St, Cambridge, MA",42.36777239485321,-71.10023336533037,Nominatim match
"Sacramento St & Oxford St, Cambridge, MA","Sacramento St & Oxford St, Cambridge, MA",42.3825727,-71.1162092,PostGIS: Intersection sacramento st & oxford st
"1600 Cambridge St, Cambridge, MA","1600 Cambridge St, Cambridge, MA",42.370757,-71.07600165,Nominatim match
"0 Irving St, Cambridge, MA","0 Irving St, Cambridge, MA",42.37622460656228,-71.11082010335649,Nominatim match
"0 Quincy St, Cambridge, MA","0 Quincy St, Cambridge, MA",42.37635490542853,-71.11414937521612,Nominatim match
"Hampshire St & Murdock St, Cambridge, MA","Hampshire St & Murdock St, Cambridge, MA",42.3718333,-71.0985255,PostGIS: Intersection hampshire st & murdock st
"800 Memorial Dr, Cambridge, MA","800 Memorial Dr, Cambridge, MA",42.354098135912416,-71.10253984164231,Nominatim match
"0 Centre St, Cambridge, MA","0 Centre St, Cambridge, MA",42.369594051090836,-71.10900496943059,Nominatim match
"Harvard St & Lee St, Cambridge, MA","Harvard St & Lee St, Cambridge, MA",42.36975,-71.105859,PostGIS: Intersection harvard st & lee st
"2400 Massachusetts Ave, Cambridge, MA","2400 Massachusetts Ave, Cambridge, MA",42.39709185,-71.1302566813872,Nominatim match
"0 Hovey Ave, Cambridge, MA","0 Hovey Ave, Cambridge, MA",42.37574609210387,-71.10762732218534,Nominatim match
"0 Dana St, Cambridge, MA","0 Dana St, Cambridge, MA",42.370735592609854,-71.10965928019647,Nominatim match
"0 Rindgefield St, Cambridge, MA","0 Rindgefield St, Cambridge, MA",42.393425994321866,-71.12778359312163,Nominatim match
"100 Cedar St, Cambridge, MA","100 Cedar St, Cambridge, MA",42.39562134683178,-71.13085010409803,Nominatim match
"100 Oxford St, Cambridge, MA","100 Oxford St, Cambridge, MA",42.3829442,-71.11594275764311,Nominatim match
"400 Cambridge St, Cambridge, MA","400 Cambridge St, Cambridge, MA",42.37117155,-71.08260973430073,Nominatim match
"600 Concord Ave, Cambridge, MA","600 Concord Ave, Cambridge, MA",42.38488639704925,-71.13643321564366,Nominatim match
"Sacramento St & Massachusetts Ave, Cambridge, MA","Sacramento St & Massachusetts Ave, Cambridge, MA",42.3825885,-71.1195831,PostGIS: Intersection sacramento st & massachusetts ave
"0 Ware St, Cambridge, MA","0 Ware St, Cambridge, MA",42.37284436871419,-71.11293833655162,Nominatim match
"Hancock St & Massachusetts Ave, Cambridge, MA","Hancock St & Massachusetts Ave, Cambridge, MA",42.3683897,-71.1087707,PostGIS: Intersection hancock st & massachusetts ave
"200 Fifth St, Cambridge, MA","200 Fifth St, Cambridge, MA",42.36485974316242,-71.08466881768703,Nominatim match
"0 Fulkerson St, Cambridge, MA","0 Fulkerson St, Cambridge, MA",42.370230686508805,-71.08731372049117,Nominatim match
"0 Reed St, Cambridge, MA","0 Reed St, Cambridge, MA",42.39536164751635,-71.13213104315912,Nominatim match
"800 Massachusetts Ave, Cambridge, MA","800 Massachusetts Ave, Cambridge, MA",42.37238294373075,-71.11581097026317,Nominatim match
"0 Garden St, Cambridge, MA","0 Garden St, Cambridge, MA",42.38453628144058,-71.13085533134718,Nominatim match
"Rindge Ave & Rindgefield St, Cambridge, MA","Rindge Ave & Rindgefield St, Cambridge, MA",42.3927308,-71.1280186,PostGIS: Intersection rindge ave & rindgefield st
"0 Remington St, Cambridge, MA","0 Remington St, Cambridge, MA",42.3712058464722,-71.1133911212766,Nominatim match
"100 Fifth St, Cambridge, MA","100 Fifth St, Cambridge, MA",42.36485974316242,-71.08466881768703,Nominatim match
"Jackson St & Rindge Ave, Cambridge, MA","Jackson St & Rindge Ave, Cambridge, MA",42.3936306,-71.1351827,PostGIS: Intersection jackson st & rindge ave
"0 Appian Way, Cambridge, MA","0 Appian Way, Cambridge, MA",42.375411914912505,-71.12166620160868,Nominatim match
"300 Binney St, Cambridge, MA","300 Binney St, Cambridge, MA",42.3659167,-71.08800055003496,Nominatim match
"500 Technology Sq, Cambridge, MA","500 Technology Sq, Cambridge, MA",42.363538199999994,-71.09259944603176,Nominatim match
"0 Third St, Cambridge, MA","0 Third St, Cambridge, MA",42.36481369223708,-71.08292512414147,Nominatim match
"500 Cambridge St, Cambridge, MA","500 Cambridge St, Cambridge, MA",42.370757,-71.07600165,Nominatim match
"100 Rindge Ave, Cambridge, MA","100 Rindge Ave, Cambridge, MA",42.39342297245854,-71.13165823591065,Nominatim match
"100 Hancock St, Cambridge, MA","100 Hancock St, Cambridge, MA",42.36972107683952,-71.10726561107643,Nominatim match
"300 River St, Cambridge, MA","300 River St, Cambridge, MA",42.361874382726015,-71.11474827653444,Nominatim match
"Charles St & Second St, Cambridge, MA","Charles St & Second St, Cambridge, MA",42.3674525,-71.079379,PostGIS: Intersection charles st & second st
"0 Magnolia Ave, Cambridge, MA","0 Magnolia Ave, Cambridge, MA",42.37684659814134,-71.1074316168605,Nominatim match
"Ash St & Mount Auburn St, Cambridge, MA","Ash St & Mount Auburn St, Cambridge, MA",42.3742981,-71.1254981,PostGIS: Intersection ash st & mount auburn st
"2300 Massachusetts Ave, Cambridge, MA","2300 Massachusetts Ave, Cambridge, MA",42.37238294373075,-71.11581097026317,Nominatim match
"Harvard St & Ware St, Cambridge, MA","Harvard St & Ware St, Cambridge, MA",42.3718446,-71.1134251,PostGIS: Intersection harvard st & ware st
"1000 Massachusetts Ave, Cambridge, MA","1000 Massachusetts Ave, Cambridge, MA",42.36880455,-71.11090194344106,Nominatim match
"0 Elm St, Cambridge, MA","0 Elm St, Cambridge, MA",42.37232516377668,-71.09575504623416,Nominatim match
"100 Kirkland St, Cambridge, MA","100 Kirkland St, Cambridge, MA",42.37785665,-71.10738619991865,Nominatim match
"0 Gore St, Cambridge, MA","0 Gore St, Cambridge, MA",42.37243815054583,-71.0847598298078,Nominatim match
"0 Norris St, Cambridge, MA","0 Norris St, Cambridge, MA",42.39537702475469,-71.12978379905167,Nominatim match
"0 Lee St, Cambridge, MA","0 Lee St, Cambridge, MA",42.36934460332677,-71.10624652239781,Nominatim match
"Fairmont Ave & Fairmont St, Cambridge, MA","Fairmont Ave & Fairmont St, Cambridge, MA",42.362341,-71.111857,PostGIS: Intersection fairmont ave & fairmont st
"Cedar St & Dudley St, Cambridge, MA","Cedar St & Dudley St, Cambridge, MA",42.3957917,-71.1308549,PostGIS: Intersection cedar st & dudley st
"100 Otis St, Cambridge, MA","100 Otis St, Cambridge, MA",42.37042685,-71.08264468168244,Nominatim match
"Sumner Rd & Cambridge St, Cambridge, MA","Sumner Road & Cambridge Street, Cambridge, MA",42.3752765,-71.1127309,PostGIS: Intersection sumner road & cambridge street
"0 Norumbega St, Cambridge, MA","0 Norumbega St, Cambridge, MA",42.37537537567535,-71.15305825409555,Nominatim match
"Raymond St & Upland Rd, Cambridge, MA","Raymond Street & Upland Road, Cambridge, MA",42.386351,-71.126943,PostGIS: Intersection raymond street & upland road
"0 Corcoran Ln, Cambridge, MA","0 Corcoran Ln, Cambridge, MA",42.376738595576796,-71.15391270539398,Nominatim match
"100 Clifton St, Cambridge, MA","100 Clifton St, Cambridge, MA",42.396425,-71.13665333961609,Nominatim match
"100 Seventh St, Cambridge, MA","100 Seventh St, Cambridge, MA",42.370722736342834,-71.0857687381413,Nominatim match
"100 Harvey St, Cambridge, MA","100 Harvey St, Cambridge, MA",42.3972245,-71.13339535,Nominatim match
"200 Bent St, Cambridge, MA","200 Bent St, Cambridge, MA",42.36666565268996,-71.07870929966589,Nominatim match
"0 Fawcett St, Cambridge, MA","0 Fawcett St, Cambridge, MA",42.390939053129884,-71.14609717306958,Nominatim match
"Perry St & Magazine St, Cambridge, MA","Perry St & Magazine St, Cambridge, MA",42.3624451,-71.1074049,PostGIS: Intersection perry st & magazine st
"Fifth St & Gore St, Cambridge, MA","Fifth St & Gore St, Cambridge, MA",42.3721503,-71.0829774,PostGIS: Intersection fifth st & gore st
"0 Lambert St, Cambridge, MA","0 Lambert St, Cambridge, MA",42.3725080504547,-71.08677607410034,Nominatim match
"Fulkerson St & Rogers St, Cambridge, MA","Fulkerson St & Rogers St, Cambridge, MA",42.3671373,-71.0880578,PostGIS: Intersection fulkerson st & rogers st
"400 Massachusetts Ave, Cambridge, MA","400 Massachusetts Ave, Cambridge, MA",42.37238294373075,-71.11581097026317,Nominatim match
"200 Green St, Cambridge, MA","200 Green St, Cambridge, MA",42.3636597,-71.10263835472153,Nominatim match
"0 Linnaean St, Cambridge, MA","0 Linnaean St, Cambridge, MA",42.38465025581337,-71.12041880800726,Nominatim match
"200 Hurley St, Cambridge, MA","200 Hurley St, Cambridge, MA",42.3682304,-71.0809610747945,Nominatim match
"Rindge Ave & Jackson Pl, Cambridge, MA","Rindge Ave & Jackson Pl, Cambridge, MA",42.3936306,-71.1351827,PostGIS: Intersection rindge ave & jackson pl
"0 Granville Rd, Cambridge, MA","0 Granville Rd, Cambridge, MA",42.38264056554869,-71.13627384906556,Nominatim match
"300 Technology Sq, Cambridge, MA","300 Technology Sq, Cambridge, MA",42.3632602,-71.09162624704493,Nominatim match
"Bent St & First St, Cambridge, MA","Bent St & First St, Cambridge, MA",42.3665632,-71.0778774,PostGIS: Intersection bent st & first st
"200 Third St, Cambridge, MA","200 Third St, Cambridge, MA",42.36481369223708,-71.08292512414147,Nominatim match
"300 Hurley St, Cambridge, MA","300 Hurley St, Cambridge, MA",42.36841796838676,-71.08149353977095,Nominatim match
"100 Trowbridge St, Cambridge, MA","100 Trowbridge St, Cambridge, MA",42.37604775,-71.10954685,Nominatim match
"Memorial Dr & Magazine St, Cambridge, MA","Memorial Dr & Magazine St, Cambridge, MA",42.3562883,-71.1142293,PostGIS: Intersection memorial dr & magazine st
"100 Fawcett St, Cambridge, MA","100 Fawcett St, Cambridge, MA",42.390939053129884,-71.14609717306958,Nominatim match
"100 Smith Pl, Cambridge, MA","100 Smith Pl, Cambridge, MA",42.393151599999996,-71.14992049213112,Nominatim match
"Fifth St & Thorndike St, Cambridge, MA","Fifth St & Thorndike St, Cambridge, MA",42.370064,-71.0834649,PostGIS: Intersection fifth st & thorndike st
"1100 Massachusetts Ave, Cambridge, MA","1100 Massachusetts Ave, Cambridge, MA",42.37038095,-71.1136919924565,Nominatim match
"200 Otis St, Cambridge, MA","200 Otis St, Cambridge, MA",42.371132200000005,-71.08740517305804,Nominatim match
"1200 Massachusetts Ave, Cambridge, MA","1200 Massachusetts Ave, Cambridge, MA",42.37159215,-71.11537901564353,Nominatim match
"0 Raymond St, Cambridge, MA","0 Raymond St, Cambridge, MA",42.38794791841026,-71.12786597617364,Nominatim match
"0 Lowell St, Cambridge, MA","0 Lowell St, Cambridge, MA",42.37611793196014,-71.13337432089223,Nominatim match
"Ellery St & Harvard St, Cambridge, MA","Ellery St & Harvard St, Cambridge, MA",42.3711417,-71.110807,PostGIS: Intersection ellery st & harvard st
"0 Central Sq, Cambridge, MA","0 Central Sq, Cambridge, MA",42.3655086,-71.1040007,Nominatim match
"100 Pleasant St, Cambridge, MA","100 Pleasant St, Cambridge, MA",42.36380931304815,-71.10845010093699,Nominatim match
"Harvard St & Remington St, Cambridge, MA","Harvard St & Remington St, Cambridge, MA",42.3717479,-71.1130633,PostGIS: Intersection harvard st & remington st
"200 Sherman St, Cambridge, MA","200 Sherman St, Cambridge, MA",42.393102400000004,-71.13264537823855,Nominatim match
"Massachusetts Ave & Sidney St, Cambridge, MA","Massachusetts Ave & Sidney St, Cambridge, MA",42.3629644,-71.0996101,PostGIS: Intersection massachusetts ave & sidney st
"1000 Memorial Dr, Cambridge, MA","1000 Memorial Dr, Cambridge, MA",42.3740559,-71.12606596132773,Nominatim match
"Harvard St & Trowbridge St, Cambridge, MA","Harvard St & Trowbridge St, Cambridge, MA",42.371455,-71.1120092,PostGIS: Intersection harvard st & trowbridge st
"0 Normandy Ave, Cambridge, MA","0 Normandy Ave, Cambridge, MA",42.394246500179754,-71.1563457280898,Nominatim match
"Cambridge St & Fifth St, Cambridge, MA","Cambridge St & Fifth St, Cambridge, MA",42.3714509,-71.0831418,PostGIS: Intersection cambridge st & fifth st
"Fulkerson St & Otis St, Cambridge, MA","Fulkerson St & Otis St, Cambridge, MA",42.371234,-71.0870544,PostGIS: Intersection fulkerson st & otis st
"300 Sidney St, Cambridge, MA","300 Sidney St, Cambridge, MA",42.36213190823385,-71.10047905639077,Nominatim match
"Clay St & Rindge Ave, Cambridge, MA","Clay St & Rindge Ave, Cambridge, MA",42.3935788,-71.134161,PostGIS: Intersection clay st & rindge ave
"700 Memorial Dr, Cambridge, MA","700 Memorial Dr, Cambridge, MA",42.354098135912416,-71.10253984164231,Nominatim match
"0 Pearl St, Cambridge, MA","0 Pearl St, Cambridge, MA",42.36444435603995,-71.10287072598098,Nominatim match
"100 Prescott St, Cambridge, MA","100 Prescott St, Cambridge, MA",42.373701083661985,-71.11377891671061,Nominatim match
"100 Prospect St, Cambridge, MA","100 Prospect St, Cambridge, MA",42.367456700000005,-71.10187405508111,Nominatim match
"900 Cambridge St, Cambridge, MA","900 Cambridge St, Cambridge, MA",42.370757,-71.07600165,Nominatim match
"0 Blackstone St, Cambridge, MA","0 Blackstone St, Cambridge, MA",42.36319086854751,-71.11462505701516,Nominatim match
"100 Webster Ave, Cambridge, MA","100 Webster Ave, Cambridge, MA",42.37108224097784,-71.09374804292706,Nominatim match
"Bent St & Second St, Cambridge, MA","Bent St & Second St, Cambridge, MA",42.3667681,-71.0795412,PostGIS: Intersection bent st & second st
"0 Longfellow Pk, Cambridge, MA","0 Longfellow Pk, Cambridge, MA",42.37549925493278,-71.1270174609307,Nominatim match
"0 Prospect St, Cambridge, MA","0 Prospect St, Cambridge, MA",42.371142766251076,-71.09973762298094,Nominatim match
"100 York St, Cambridge, MA","100 York St, Cambridge, MA",42.36972514146945,-71.0923916013943,Nominatim match
"0 Putnam Gdns, Cambridge, MA","0 Putnam Gdns, Cambridge, MA",42.36591931730415,-71.11293798486443,Nominatim match
"Franklin St & Western Ave, Cambridge, MA","Franklin St & Western Ave, Cambridge, MA",42.3651441,-71.1062054,PostGIS: Intersection franklin st & western ave
"200 Harvard St, Cambridge, MA","200 Harvard St, Cambridge, MA",42.36777239485321,-71.10023336533037,Nominatim match
"200 Mount Auburn St, Cambridge, MA","200 Mount Auburn St, Cambridge, MA",42.375020556686785,-71.13714859748234,Nominatim match
"100 Dana St, Cambridge, MA","100 Dana St, Cambridge, MA",42.370735592609854,-71.10965928019647,Nominatim match
"Bishop Allen Dr & Columbia St, Cambridge, MA","Bishop Allen Dr & Columbia St, Cambridge, MA",42.3641635,-71.0994827,PostGIS: Intersection bishop allen dr & columbia st
"300 Putnam Ave, Cambridge, MA","300 Putnam Ave, Cambridge, MA",42.36213265,-71.11335057191317,Nominatim match
"0 Russell St, Cambridge, MA","0 Russell St, Cambridge, MA",42.39209520233159,-71.12341596340777,Nominatim match
"0 Roosevelt Towers, Cambridge, MA","0 Roosevelt Towers, Cambridge, MA",42.373532299999994,-71.09229948420312,Nominatim match
"Inman Pl & West Pl, Cambridge, MA","Inman Pl & West Pl, Cambridge, MA",42.3699684,-71.103877,PostGIS: Intersection inman pl & west pl
"0 Hunting St, Cambridge, MA","0 Hunting St, Cambridge, MA",42.37326459827956,-71.09101664260886,Nominatim match
"0 Acacia St, Cambridge, MA","0 Acacia St, Cambridge, MA",42.375266711691864,-71.12539575847059,Nominatim match
"1700 Massachusetts Ave, Cambridge, MA","1700 Massachusetts Ave, Cambridge, MA",42.38320425,-71.11985072640532,Nominatim match
"1400 Cambridge St, Cambridge, MA","1400 Cambridge St, Cambridge, MA",42.373627049999996,-71.10107985173194,Nominatim match
"400 Binney St, Cambridge, MA","400 Binney St, Cambridge, MA",42.36550636940422,-71.08061428441343,Nominatim match
"0 Sidney St, Cambridge, MA","0 Sidney St, Cambridge, MA",42.36213190823385,-71.10047905639077,Nominatim match
"Douglass St & Massachusetts Ave, Cambridge, MA","Douglass St & Massachusetts Ave, Cambridge, MA",42.3639033,-71.1011828,PostGIS: Intersection douglass st & massachusetts ave
"Green St & Pleasant St, Cambridge, MA","Green St & Pleasant St, Cambridge, MA",42.3658866,-71.1060367,PostGIS: Intersection green st & pleasant st
"200 Auburn St, Cambridge, MA","200 Auburn St, Cambridge, MA",42.364233299999995,-71.1064168212445,Nominatim match
"100 Highland Ave, Cambridge, MA","100 Highland Ave, Cambridge, MA",42.372935427441774,-71.10579759473141,Nominatim match
"0 Wendell St, Cambridge, MA","0 Wendell St, Cambridge, MA",42.38183222772452,-71.11464131547207,Nominatim match
"Broadway & Harvard St, Cambridge, MA","Broadway & Harvard St, Cambridge, MA",42.4009844,-71.1166344,PostGIS: Intersection broadway & harvard st
"0 Howard St, Cambridge, MA","0 Howard St, Cambridge, MA",42.36519753226577,-71.1108426605945,Nominatim match
"Everett St & Oxford St, Cambridge, MA","Everett St & Oxford St, Cambridge, MA",42.3798186,-71.116503,PostGIS: Intersection everett st & oxford st
"400 Broadway, Cambridge, MA","400 Broadway, Cambridge, MA",42.3716121,-71.10734654357142,Nominatim match
"600 Putnam Ave, Cambridge, MA","600 Putnam Ave, Cambridge, MA",42.356834,-71.1067086180393,Nominatim match
"1500 Cambridge St, Cambridge, MA","1500 Cambridge St, Cambridge, MA",42.37405505,-71.10467955397696,Nominatim match
"700 Cambridge St, Cambridge, MA","700 Cambridge St, Cambridge, MA",42.370757,-71.07600165,Nominatim match
"0 Leonard Ave, Cambridge, MA","0 Leonard Ave, Cambridge, MA",42.37538342140816,-71.10567361228239,Nominatim match
"0 York St, Cambridge, MA","0 York St, Cambridge, MA",42.36972514146945,-71.0923916013943,Nominatim match
"Green St & Sidney St, Cambridge, MA","Green St & Sidney St, Cambridge, MA",42.3623916,-71.1002034,PostGIS: Intersection green st & sidney st
"Massachusetts Ave & Norfolk St, Cambridge, MA","Massachusetts Ave & Norfolk St, Cambridge, MA",42.3644345,-71.1020703,PostGIS: Intersection massachusetts ave & norfolk st
"Willow St & Willow St, Cambridge, MA","Willow St & Willow St, Cambridge, MA",42.3319432,-71.1921967,PostGIS: Intersection willow st & willow st
"100 Brattle St, Cambridge, MA","100 Brattle St, Cambridge, MA",42.3775096,-71.13175703159447,Nominatim match
"0 Callender St, Cambridge, MA","0 Callender St, Cambridge, MA",42.36536474642442,-71.11227193016211,Nominatim match
"100 Waverly St, Cambridge, MA","100 Waverly St, Cambridge, MA",42.35489822684432,-71.10888866777152,Nominatim match
"100 Franklin St, Cambridge, MA","100 Franklin St, Cambridge, MA",42.366655098586584,-71.10881578184949,Nominatim match
"800 Cambridge St, Cambridge, MA","800 Cambridge St, Cambridge, MA",42.374878499999994,-71.1096431,Nominatim match
"100 Willow St, Cambridge, MA","100 Willow St, Cambridge, MA",42.3712467513907,-71.092578485622,Nominatim match
"0 Harding St, Cambridge, MA","0 Harding St, Cambridge, MA",42.37320835579991,-71.09048417600913,Nominatim match
"0 James Way, Cambridge, MA","0 James Way, Cambridge, MA",42.37025358230127,-71.08900715108823,Nominatim match
"Gray St & Linnaean St, Cambridge, MA","Gray St & Linnaean St, Cambridge, MA",42.3838608,-71.1227892,PostGIS: Intersection gray st & linnaean st
"Broadway & Prescott St, Cambridge, MA","Broadway & Prescott St, Cambridge, MA",42.3743717,-71.1136153,PostGIS: Intersection broadway & prescott st
"0 Marcella St, Cambridge, MA","0 Marcella St, Cambridge, MA",42.37140260763161,-71.0895550475917,Nominatim match
"0 Fort Washington Pl, Cambridge, MA","0 Fort Washington Pl, Cambridge, MA",42.35660837650164,-71.10735661333761,Nominatim match
"River St & Blackstone St, Cambridge, MA","River St & Blackstone St, Cambridge, MA",42.3620053,-71.114346,PostGIS: Intersection river st & blackstone st
"200 Hampshire St, Cambridge, MA","200 Hampshire St, Cambridge, MA",42.37299055,-71.10019294903032,Nominatim match
"Bishop Allen Dr & Essex St, Cambridge, MA","Bishop Allen Dr & Essex St, Cambridge, MA",42.365852,-71.102318,PostGIS: Intersection bishop allen dr & essex st
"100 Langdon St, Cambridge, MA","100 Langdon St, Cambridge, MA",42.380667534067854,-71.12138604597246,Nominatim match
"0 Chauncy St, Cambridge, MA","0 Chauncy St, Cambridge, MA",42.379686721590545,-71.12213367796822,Nominatim match
"200 Erie St, Cambridge, MA","200 Erie St, Cambridge, MA",42.36022065,-71.1082363,Nominatim match
"Cambridge St & Peabody St, Cambridge, MA","Cambridge St & Peabody St, Cambridge, MA",42.3764104,-71.1193473,PostGIS: Intersection cambridge st & peabody st
"Endicott St & Memorial Dr, Cambridge, MA","Endicott St & Memorial Dr, Cambridge, MA",42.3561039,-71.0965487,PostGIS: Intersection endicott st & memorial dr
"Dunster St & Mount Auburn St, Cambridge, MA","Dunster St & Mount Auburn St, Cambridge, MA",42.37226,-71.1193492,PostGIS: Intersection dunster st & mount auburn st
"Hayes St & Howard St, Cambridge, MA","Hayes St & Howard St, Cambridge, MA",42.366409,-71.11103,PostGIS: Intersection hayes st & howard st
"Sidney St & Main St, Cambridge, MA","Sidney St & Main St, Cambridge, MA",42.3634082,-71.0993912,PostGIS: Intersection sidney st & main st
"0 Holyoke St, Cambridge, MA","0 Holyoke St, Cambridge, MA",42.37295123442096,-71.11801240970402,Nominatim match
"0 Francis Ave, Cambridge, MA","0 Francis Ave, Cambridge, MA",42.3794466472829,-71.11226124693923,Nominatim match
"0 Mount Auburn St, Cambridge, MA","0 Mount Auburn St, Cambridge, MA",42.375020556686785,-71.13714859748234,Nominatim match
"Longfellow Pk & Mount Auburn St, Cambridge, MA","Longfellow Park & Mount Auburn Street, Cambridge, MA",42.375492,-71.126983,PostGIS: False intersection longfellow park & mount auburn street
"0 Hilliard St, Cambridge, MA","0 Hilliard St, Cambridge, MA",42.37437642844925,-71.12327175753386,Nominatim match
"0 Granite St, Cambridge, MA","0 Granite St, Cambridge, MA",42.35642808177352,-71.11278531037767,Nominatim match
"200 Magazine St, Cambridge, MA","200 Magazine St, Cambridge, MA",42.3565748273326,-71.11389094844655,Nominatim match
"Inman St & St Mary Rd, Cambridge, MA","Inman Street & Saint Mary Road, Cambridge, MA",42.3714231,-71.1019818,PostGIS: Intersection inman street & saint mary road
"Mount Auburn St & Plympton St, Cambridge, MA","Mount Auburn St & Plympton St, Cambridge, MA",42.3714363,-71.1170458,PostGIS: Intersection mount auburn st & plympton st
"100 Magazine St, Cambridge, MA","100 Magazine St, Cambridge, MA",42.360166250000006,-71.10968859973144,Nominatim match
"Bow St & Dewolfe St, Cambridge, MA","Bow St & Dewolfe St, Cambridge, MA",42.3713759,-71.1159805,PostGIS: Intersection bow st & dewolfe st
"100 Mount Auburn St, Cambridge, MA","100 Mount Auburn St, Cambridge, MA",42.375020556686785,-71.13714859748234,Nominatim match
